function,source,size,candidate_rva,aligned_pct,class,first_diff,hint,votes
??_GPhysicsBehaviorModuleData@@UAEPAXI@Z,physicsupdate.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GPlayerList@@UAEPAXI@Z,playerlist.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GPlayerTemplate@@QAEPAXI@Z,playertemplate.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GPlayerTemplateStore@@UAEPAXI@Z,playertemplate.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GPrereqUnitRec@ProductionPrerequisite@@QAEPAXI@Z,productionprerequisite.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GScienceStore@@UAEPAXI@Z,science.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
?WriteSidesDataChunk@SidesList@@SAXAAVDataChunkOutput@@@Z,sideslist.cpp,909,0x0074AE1B,26,structural,0,"shape ratio 3%, sizes 909->909",5
?ParseTeamsDataChunk@@YA_NAAVDataChunkInput@@PAUDataChunkInfo@@PAX@Z,sideslist.cpp,326,0x00746F50,26,structural,0,"shape ratio 13%, sizes 326->326",5
?ParseSidesDataChunk@SidesList@@SA_NAAVDataChunkInput@@PAUDataChunkInfo@@PAX@Z,sideslist.cpp,1126,0x00746D97,26,structural,0,"shape ratio 3%, sizes 1126->1126",5
??_GSidesList@@UAEPAXI@Z,sideslist.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSlowDeathBehaviorModuleData@@UAEPAXI@Z,slowdeathbehavior.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_G?$DLNodeClass@USmudge@@@@UAEPAXI@Z,smudge.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_G?$DLNodeClass@USmudgeSet@@@@UAEPAXI@Z,smudge.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSmudgeManager@@UAEPAXI@Z,smudge.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSpecialPowerStore@@UAEPAXI@Z,specialpower.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSpecialPowerModuleData@@UAEPAXI@Z,specialpowermodule.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??1State@@MAE@XZ,statemachine.cpp,137,0x009F27F0,26,structural,0,"shape ratio 36%, sizes 137->137",5
??_GTileData@@UAEPAXI@Z,tiledata.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GToppleUpdateModuleData@@UAEPAXI@Z,toppleupdate.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GUpgradeCenter@@UAEPAXI@Z,upgrade.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GVideoPlayerInterface@@UAEPAXI@Z,videoplayer.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GVideoStream@@MAEPAXI@Z,videoplayer.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GVideoPlayer@@UAEPAXI@Z,videoplayer.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GView@@UAEPAXI@Z,view.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GW3DDisplayStringManager@@UAEPAXI@Z,w3ddisplaystringmanager.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GW3DFileSystem@@UAEPAXI@Z,w3dfilesystem.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GGameFileClass@@UAEPAXI@Z,w3dfilesystem.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GW3DRenderObjectSnapshot@@AAEPAXI@Z,w3dghostobject.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GW3DGhostObject@@UAEPAXI@Z,w3dghostobject.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GW3DGhostObjectManager@@UAEPAXI@Z,w3dghostobject.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GW3DRadar@@UAEPAXI@Z,w3dradar.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GW3DVolumetricShadowManager@@QAEPAXI@Z,w3dshadow.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GWin32BIGFile@@UAEPAXI@Z,win32bigfile.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GLocalFileSystem@@UAEPAXI@Z,win32localfilesystem.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GWin32LocalFileSystem@@UAEPAXI@Z,win32localfilesystem.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
?setTooltipText@WinInstanceData@@QAEXVUnicodeString@@@Z,wininstancedata.cpp,123,0x0068C014,26,structural,0,"shape ratio 32%, sizes 123->123",5
?setText@WinInstanceData@@QAEXVUnicodeString@@@Z,wininstancedata.cpp,123,0x0068C014,26,structural,0,"shape ratio 32%, sizes 123->123",5
??_GWinInstanceData@@UAEPAXI@Z,wininstancedata.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GCDDriveInterface@@UAEPAXI@Z,cdmanager.cpp,31,0x00C71521,25,structural,0,"shape ratio 38%, sizes 31->31",5
?load@ImageCollection@@QAEXH@Z,image.cpp,463,0x00AFDBD6,25,structural,0,"shape ratio 23%, sizes 463->463",5
?friend_newModuleData@SalvageCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,148,0x00B026DB,25,structural,0,"shape ratio 25%, sizes 148->148",5
??1StructureToppleUpdateModuleData@@UAE@XZ,modulefactory.cpp,193,0x00C70F82,25,structural,0,"shape ratio 16%, sizes 193->193",5
??1MultiplayerSettings@@UAE@XZ,multiplayersettings.cpp,193,0x009F282F,25,structural,0,"shape ratio 27%, sizes 193->193",5
?defectAllParkedUnits@ParkingPlaceBehavior@@UAEXPAVTeam@@I@Z,parkingplacebehavior.cpp,384,0x0079CE6C,25,structural,0,"shape ratio 5%, sizes 384->384",5
??0PlayerList@@QAE@XZ,playerlist.cpp,232,0x00B0269A,25,structural,0,"shape ratio 26%, sizes 232->232",5
?getInternalNameForScience@ScienceStore@@QBE?AVAsciiString@@W4ScienceType@@@Z,science.cpp,68,0x00454F34,25,structural,0,"shape ratio 24%, sizes 68->68",5
?beginSlowDeath@SlowDeathBehavior@@UAEXPBVDamageInfo@@@Z,slowdeathbehavior.cpp,891,0x00433F7C,25,structural,0,"shape ratio 5%, sizes 891->891",15
??_GW3DMPO@@UAEPAXI@Z,smudge.cpp,31,0x00C71521,25,structural,0,"shape ratio 38%, sizes 31->31",5
??_G?$DLListClass@USmudge@@@@UAEPAXI@Z,smudge.cpp,31,0x00C71521,25,structural,0,"shape ratio 38%, sizes 31->31",5
??_G?$DLListClass@USmudgeSet@@@@UAEPAXI@Z,smudge.cpp,31,0x00C71521,25,structural,0,"shape ratio 38%, sizes 31->31",5
?beginStructureCollapse@StructureCollapseUpdate@@IAEXPBVDamageInfo@@@Z,structurecollapseupdate.cpp,97,0x00376464,25,structural,0,"shape ratio 36%, sizes 97->97",5
??_GRefCountClass@@MAEPAXI@Z,tiledata.cpp,31,0x00C71521,25,structural,0,"shape ratio 38%, sizes 31->31",5
?friend_makeVeterancyUpgrade@UpgradeTemplate@@QAEXW4VeterancyLevel@@@Z,upgrade.cpp,242,0x0079CE61,25,structural,0,"shape ratio 12%, sizes 242->242",5
??1UpgradeCenter@@UAE@XZ,upgrade.cpp,134,0x009F27EB,25,structural,0,"shape ratio 38%, sizes 134->134",5
??_GVideoStreamInterface@@MAEPAXI@Z,videoplayer.cpp,31,0x00C71521,25,structural,0,"shape ratio 38%, sizes 31->31",5
??_GVideoBuffer@@UAEPAXI@Z,videoplayer.cpp,31,0x00C71521,25,structural,0,"shape ratio 38%, sizes 31->31",5
?W3DCommandBarGridDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z,w3dcontrolbar.cpp,329,0x009917C5,25,structural,0,"shape ratio 16%, sizes 329->329",10
??_GFileClass@@UAEPAXI@Z,w3dfilesystem.cpp,31,0x00C71521,25,structural,0,"shape ratio 38%, sizes 31->31",5
??_GFileFactoryClass@@UAEPAXI@Z,w3dfilesystem.cpp,31,0x00C71521,25,structural,0,"shape ratio 38%, sizes 31->31",5
?drawEvents@W3DRadar@@IAEXHHHH@Z,w3dradar.cpp,295,0x00C6E2C9,25,structural,0,"shape ratio 11%, sizes 295->295",5
??1WeaponSet@@QAE@XZ,weaponset.cpp,125,0x009F27F7,25,structural,0,"shape ratio 43%, sizes 125->125",5
??0BoneFXUpdateModuleData@@QAE@XZ,bonefxupdate.cpp,381,0x000C0EA2,24,structural,0,"shape ratio 31%, sizes 381->381",10
?setAsciiString@Dict@@QAEXW4NameKeyType@@ABVAsciiString@@@Z,dict.cpp,86,0x00068957,24,structural,1,"shape ratio 18%, sizes 86->86",5
?getAudioLengthMS@AudioManager@@UAEMPBVAudioEventRTS@@@Z,gameaudio.cpp,285,0x000FB388,24,structural,0,"shape ratio 21%, sizes 285->285",5
?parseStaticGameLODLevel@INI@@SAXPAV1@PAX1PBX@Z,gamelod.cpp,90,0x009A15D7,24,structural,0,"shape ratio 29%, sizes 90->90",5
?parseDynamicGameLODLevel@INI@@SAXPAV1@PAX1PBX@Z,gamelod.cpp,90,0x009A15D7,24,structural,0,"shape ratio 29%, sizes 90->90",5
?parseInitialRoster@GarrisonContainModuleData@@SAXPAVINI@@PAX1PBX@Z,modulefactory.cpp,75,0x0029FCD6,24,structural,0,"shape ratio 34%, sizes 75->75",10
??$_M_allocate_and_copy@PAURunwayInfo@ParkingPlaceBehavior@@@?$vector@URunwayInfo@ParkingPlaceBehavior@@V?$allocator@URunwayInfo@ParkingPlaceBehavior@@@_STL@@@_STL@@IAEPAURunwayInfo@ParkingPlaceBehavior@@IPAU23@0@Z,parkingplacebehavior.cpp,145,0x0074E527,24,structural,0,"shape ratio 35%, sizes 145->145",5
?getScienceFromInternalName@ScienceStore@@QBE?AW4ScienceType@@ABVAsciiString@@@Z,science.cpp,41,0x0079CEEC,24,structural,0,"shape ratio 31%, sizes 41->41",5
??0SpecialPowerModule@@QAE@PAVThing@@PBVModuleData@@@Z,specialpowermodule.cpp,411,0x002693EB,24,structural,0,"shape ratio 56%, sizes 411->411",10
??1StateMachine@@MAE@XZ,statemachine.cpp,187,0x009F27BE,24,structural,0,"shape ratio 30%, sizes 187->187",5
?W3DPowerDrawA@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z,w3dcontrolbar.cpp,2143,0x00991203,24,structural,0,"shape ratio 1%, sizes 2143->2143",10
?isMusicAlreadyLoaded@AudioManager@@UBE_NXZ,gameaudio.cpp,370,0x000FB32D,23,structural,0,"shape ratio 14%, sizes 370->370",5
?parseReallyLowMHz@@YAXPAVINI@@@Z,gamelod.cpp,43,0x002A2DA2,23,structural,0,"shape ratio 58%, sizes 43->43",5
??1DeliverPayloadAIUpdateModuleData@@UAE@XZ,modulefactory.cpp,151,0x009DA815,23,structural,0,"shape ratio 26%, sizes 151->151",5
??0SpawnBehaviorModuleData@@QAE@XZ,modulefactory.cpp,173,0x006FA70C,23,structural,0,"shape ratio 35%, sizes 173->173",10
?doBounceSound@PhysicsBehavior@@IAEXABUCoord3D@@@Z,physicsupdate.cpp,145,0x000FB40C,23,structural,0,"shape ratio 39%, sizes 145->145",5
?newGame@PlayerList@@UAEXXZ,playerlist.cpp,1428,0x001D0801,23,structural,0,"shape ratio 1%, sizes 1428->1428",20
??1ScienceStore@@UAE@XZ,science.cpp,163,0x009F27CF,23,structural,0,"shape ratio 35%, sizes 163->163",5
?ParsePlayersDataChunk@@YA_NAAVDataChunkInput@@PAUDataChunkInfo@@PAX@Z,sideslist.cpp,304,0x00746EE3,23,structural,0,"shape ratio 21%, sizes 304->304",5
??_ETeamsInfo@@QAEPAXI@Z,sideslist.cpp,84,0x00AFF52F,23,structural,0,"shape ratio 58%, sizes 84->84",15
?validateSides@SidesList@@QAE_NXZ,sideslist.cpp,1918,0x0019C95A,23,structural,0,"shape ratio 2%, sizes 1918->1918",25
?parseOCL@@YAXPAVINI@@PAX1PBX@Z,slowdeathbehavior.cpp,155,0x002097DF,23,structural,0,"shape ratio 66%, sizes 155->155",20
?loadPostProcess@SpecialPowerModule@@MAEXXZ,specialpowermodule.cpp,248,0x0026A19F,23,structural,0,"shape ratio 60%, sizes 248->248",10
??1UpgradeTemplate@@MAE@XZ,upgrade.cpp,222,0x000FB420,23,structural,0,"shape ratio 17%, sizes 222->222",5
?W3DPowerDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z,w3dcontrolbar.cpp,1208,0x006C2475,23,structural,0,"shape ratio 2%, sizes 1208->1208",10
?W3DCommandBarGenExpDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z,w3dcontrolbar.cpp,1044,0x0079B7C6,23,structural,0,"shape ratio 10%, sizes 1044->1044",5
?W3DCommandBarHelpPopupDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z,w3dcontrolbar.cpp,920,0x0079C7D5,23,structural,0,"shape ratio 13%, sizes 920->920",5
??_EPendingSurfaceStruct@Render2DSentenceClass@@QAEPAXI@Z,w3dcontrolbar.cpp,84,0x00AFF52F,23,structural,0,"shape ratio 58%, sizes 84->84",15
?computeExtents@W3DDisplayString@@IAEXXZ,w3ddisplaystring.cpp,192,0x0093C5F1,23,structural,0,"shape ratio 12%, sizes 192->192",10
?postProcessLoad@W3DDisplayStringManager@@UAEXXZ,w3ddisplaystringmanager.cpp,437,0x006F587B,23,structural,0,"shape ratio 52%, sizes 437->437",5
?drawHeroIcon@W3DRadar@@IAEXHHHHPBUCoord3D@@@Z,w3dradar.cpp,367,0x008DE7CD,23,structural,0,"shape ratio 18%, sizes 367->367",10
??0W3DShadowManager@@QAE@XZ,w3dshadow.cpp,346,0x00A2DA77,23,structural,0,"shape ratio 20%, sizes 346->346",10
??1CampaignManager@@QAE@XZ,campaignmanager.cpp,177,0x009F27C1,22,structural,0,"shape ratio 28%, sizes 177->177",5
??1?$vector@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@QAE@XZ,gameaudio.cpp,111,0x006FB37C,22,structural,0,"shape ratio 39%, sizes 111->111",5
??0MessageStream@@QAE@XZ,messagestream.cpp,36,0x009F274B,22,structural,0,"shape ratio 7%, sizes 36->36",5
?addModuleInternal@ModuleFactory@@IAEXP6APAVModule@@PAVThing@@PBVModuleData@@@ZP6APAV4@PAVINI@@@ZW4ModuleType@@ABVAsciiString@@H@Z,modulefactory.cpp,62,0x0012E579,22,structural,0,"shape ratio 54%, sizes 62->62",5
??0MultiplayerSettings@@QAE@XZ,multiplayersettings.cpp,208,0x009F272F,22,structural,0,"shape ratio 20%, sizes 208->208",5
?getRequiresList@ProductionPrerequisite@@QBE?AVUnicodeString@@PBVPlayer@@@Z,productionprerequisite.cpp,741,0x0088898E,22,structural,0,"shape ratio 3%, sizes 741->741",5
??1BuildListInfo@@MAE@XZ,sideslist.cpp,267,0x009F276F,22,structural,0,"shape ratio 21%, sizes 267->267",5
?addTeam@TeamsInfoRec@@QAEXPBVDict@@@Z,sideslist.cpp,284,0x009DD400,22,structural,0,"shape ratio 10%, sizes 284->284",10
??4SidesInfo@@QAEAAV0@ABV0@@Z,sideslist.cpp,214,0x00746F63,22,structural,0,"shape ratio 21%, sizes 214->214",5
?onSpecialPowerCreation@SpecialPowerModule@@UAEXXZ,specialpowermodule.cpp,326,0x002695FF,22,structural,0,"shape ratio 55%, sizes 326->326",10
?beginStructureTopple@StructureToppleUpdate@@IAEXPBVDamageInfo@@@Z,structuretoppleupdate.cpp,425,0x002B1C9D,22,structural,0,"shape ratio 10%, sizes 425->425",10
?findDamageFX@DamageFXStore@@QBEPBVDamageFX@@VAsciiString@@@Z,damagefx.cpp,242,0x0079CED6,21,structural,0,"shape ratio 13%, sizes 242->242",5
?parseBenchProfile@INI@@SAXPAV1@@Z,gamelod.cpp,130,0x002A2D67,21,structural,0,"shape ratio 28%, sizes 130->130",5
?parse@?$BitFlags@$0HE@@@QAEXPAVINI@@PAVAsciiString@@@Z,modulefactory.cpp,603,0x008808A6,21,structural,0,"shape ratio 2%, sizes 603->603",5
??1?$vector@VMoney@@V?$allocator@VMoney@@@_STL@@@_STL@@QAE@XZ,multiplayersettings.cpp,132,0x009F282A,21,structural,0,"shape ratio 26%, sizes 132->132",5
??0PhysicsBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,physicsupdate.cpp,252,0x003763D7,21,structural,0,"shape ratio 30%, sizes 252->252",5
??4ScienceInfo@@QAEAAV0@ABV0@@Z,science.cpp,93,0x0068DEE3,21,structural,0,"shape ratio 44%, sizes 93->93",10
?canUseSpecialPower@SpecialPowerStore@@QAE_NPAVObject@@PBVSpecialPowerTemplate@@@Z,specialpower.cpp,92,0x00614FCD,21,structural,0,"shape ratio 29%, sizes 92->92",5
??1SpecialPowerStore@@UAE@XZ,specialpower.cpp,227,0x009F2790,21,structural,0,"shape ratio 24%, sizes 227->227",5
?getPercentReady@SpecialPowerModule@@UBEMXZ,specialpowermodule.cpp,222,0x00614F58,21,structural,0,"shape ratio 27%, sizes 222->222",5
?aboutToDoSpecialPower@SpecialPowerModule@@IAEXPBUCoord3D@@@Z,specialpowermodule.cpp,787,0x0026A9AF,21,structural,0,"shape ratio 3%, sizes 787->787",10
?drawSkinnyBorder@@YAXHHHH@Z,w3dcontrolbar.cpp,1541,0x0079BF7A,21,structural,0,"shape ratio 3%, sizes 1541->1541",5
?parse@?$BitFlags@$0BB@@@QAEXPAVINI@@PAVAsciiString@@@Z,weaponset.cpp,587,0x001E11F0,21,structural,0,"shape ratio 2%, sizes 587->587",10
?newDrive@CDManager@@UAEPAVCDDriveInterface@@PBD@Z,cdmanager.cpp,50,0x00105B8F,20,structural,0,"shape ratio 15%, sizes 50->50",5
??_GAsciiString@@QAEPAXI@Z,gameaudio.cpp,59,0x00C71505,20,structural,0,"shape ratio 9%, sizes 59->59",5
??$__destroy@PAVAsciiString@@V1@@_STL@@YAXPAVAsciiString@@00@Z,gameaudio.cpp,25,0x006FB39F,20,structural,0,"shape ratio 67%, sizes 25->25",5
??$_Destroy@PAVAsciiString@@@_STL@@YAXPAVAsciiString@@0@Z,gameaudio.cpp,25,0x006FB39F,20,structural,0,"shape ratio 67%, sizes 25->25",5
?makeDecoratedNameKey@ModuleFactory@@KA?AW4NameKeyType@@ABVAsciiString@@W4ModuleType@@@Z,modulefactory.cpp,80,0x0079CECC,20,structural,0,"shape ratio 30%, sizes 80->80",5
??0ModuleFactory@@QAE@XZ,modulefactory.cpp,231,0x009F272F,20,structural,0,"shape ratio 22%, sizes 231->231",5
?friend_getScienceNames@ScienceStore@@QBE?AV?$vector@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@XZ,science.cpp,295,0x000E81E2,20,structural,0,"shape ratio 56%, sizes 295->295",10
?isPlayerDefaultTeam@SidesList@@QAE_NPAVTeamsInfo@@@Z,sideslist.cpp,450,0x00386767,20,structural,0,"shape ratio 3%, sizes 450->450",10
?prepareForMP_or_Skirmish@SidesList@@QAEXXZ,sideslist.cpp,1778,0x00392E82,20,structural,0,"shape ratio 1%, sizes 1778->1778",10
?newUpgrade@UpgradeCenter@@QAEPAVUpgradeTemplate@@ABVAsciiString@@@Z,upgrade.cpp,430,0x0079CE0F,20,structural,0,"shape ratio 3%, sizes 430->430",5
?getMostPercentReadyToFireAnyWeapon@WeaponSet@@QBEIXZ,weaponset.cpp,64,0x009DE81A,20,structural,0,"shape ratio 11%, sizes 64->64",5
?remove@Dict@@QAE_NW4NameKeyType@@@Z,dict.cpp,81,0x00068976,19,structural,0,"shape ratio 16%, sizes 81->81",5
?applyRandomRotation@PhysicsBehavior@@QAEXXZ,physicsupdate.cpp,169,0x00376419,19,structural,0,"shape ratio 18%, sizes 169->169",5
??4PlayerTemplate@@QAEAAV0@ABV0@@Z,playertemplate.cpp,1644,0x0078799D,19,structural,0,"shape ratio 3%, sizes 1644->1644",5
?update@SlowDeathBehavior@@UAE?AW4UpdateSleepTime@@XZ,slowdeathbehavior.cpp,715,0x00725761,19,structural,0,"shape ratio 2%, sizes 715->715",15
?applyCrushingDamage@StructureToppleUpdate@@IAEXM@Z,structuretoppleupdate.cpp,394,0x002B0017,19,structural,0,"shape ratio 63%, sizes 394->394",20
?freeSnapShot@W3DGhostObject@@UAEXH@Z,w3dghostobject.cpp,104,0x00C714E7,19,structural,0,"shape ratio 28%, sizes 104->104",5
?_M_clear@?$vector@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@IAEXXZ,gameaudio.cpp,55,0x006FB39F,18,structural,0,"shape ratio 42%, sizes 55->55",5
?_M_insert_overflow@?$vector@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@IAEXPAVAsciiString@@ABV3@ABU__false_type@2@I_N@Z,gameaudio.cpp,348,0x006FB2C1,18,structural,0,"shape ratio 24%, sizes 348->348",5
??0MapMetaData@@QAE@ABV0@@Z,inimapcache.cpp,248,0x0068C039,18,structural,0,"shape ratio 16%, sizes 248->248",5
?parseMapCacheDefinition@INI@@SAXPAV1@@Z,inimapcache.cpp,1663,0x00454D86,18,structural,0,"shape ratio 1%, sizes 1663->1663",10
??1ModuleFactory@@UAE@XZ,modulefactory.cpp,271,0x009F2772,18,structural,0,"shape ratio 21%, sizes 271->271",5
?buildInfo@ParkingPlaceBehavior@@AAEXXZ,parkingplacebehavior.cpp,918,0x0079F361,18,structural,0,"shape ratio 3%, sizes 918->918",5
?exitObjectViaDoor@ParkingPlaceBehavior@@UAEXPAVObject@@W4ExitDoorType@@@Z,parkingplacebehavior.cpp,618,0x0079F35B,18,structural,0,"shape ratio 3%, sizes 618->618",5
?getTemplateNumByName@PlayerTemplateStore@@QBEHVAsciiString@@@Z,playertemplate.cpp,357,0x004CD618,18,structural,0,"shape ratio 19%, sizes 357->357",5
?friend_parseScienceDefinition@ScienceStore@@SAXPAVINI@@@Z,science.cpp,465,0x00614F96,18,structural,0,"shape ratio 3%, sizes 465->465",10
?findTeamInfo@TeamsInfoRec@@QAEPAVTeamsInfo@@VAsciiString@@PAH@Z,sideslist.cpp,377,0x00746F28,18,structural,0,"shape ratio 11%, sizes 377->377",5
?clear@TeamsInfoRec@@QAEXXZ,sideslist.cpp,94,0x009DD485,18,structural,0,"shape ratio 35%, sizes 94->94",10
?parseWeapon@@YAXPAVINI@@PAX1PBX@Z,slowdeathbehavior.cpp,213,0x002B088C,18,structural,0,"shape ratio 36%, sizes 213->213",15
?startPowerRecharge@SpecialPowerModule@@UAEXXZ,specialpowermodule.cpp,112,0x0026ADFF,18,structural,0,"shape ratio 72%, sizes 112->112",10
??1?$vector@UVideo@@V?$allocator@UVideo@@@_STL@@@_STL@@QAE@XZ,videoplayer.cpp,132,0x009DA782,18,structural,0,"shape ratio 32%, sizes 132->132",5
??_G?$VectorClass@PAVRender2DClass@@@@UAEPAXI@Z,w3dcontrolbar.cpp,72,0x00C5F319,18,structural,0,"shape ratio 19%, sizes 72->72",10
?draw@W3DDisplayString@@UAEXHHHHHH@Z,w3ddisplaystring.cpp,844,0x006F4F5A,18,structural,0,"shape ratio 3%, sizes 844->844",5
??1AudioSettings@@QAE@XZ,gameaudio.cpp,275,0x00C70FB9,17,structural,0,"shape ratio 21%, sizes 275->275",5
?addAudioEvent@AudioManager@@UAEIPBVAudioEventRTS@@@Z,gameaudio.cpp,707,0x00B0256F,17,structural,0,"shape ratio 2%, sizes 707->707",5
??1AudioManager@@UAE@XZ,gameaudio.cpp,606,0x00C5FD00,17,structural,0,"shape ratio 1%, sizes 606->606",10
?findStaticLODLevel@GameLODManager@@QAE?AW4StaticGameLODLevel@@XZ,gamelod.cpp,749,0x00560E27,17,structural,0,"shape ratio 2%, sizes 749->749",5
??4MapMetaData@@QAEAAV0@ABV0@@Z,inimapcache.cpp,258,0x000C102B,17,structural,0,"shape ratio 47%, sizes 258->258",10
??0StructureToppleUpdateModuleData@@QAE@XZ,modulefactory.cpp,419,0x00C6DCDE,17,structural,0,"shape ratio 1%, sizes 419->419",5
?isKindOf@Thing@@QBE_NW4KindOfType@@@Z,thing.cpp,82,0x0077B17B,17,structural,0,"shape ratio 25%, sizes 82->82",5
?findUpgrade@UpgradeCenter@@QBEPBVUpgradeTemplate@@ABVAsciiString@@@Z,upgrade.cpp,68,0x0079CEF2,17,structural,0,"shape ratio 19%, sizes 68->68",5
?canAffordUpgrade@UpgradeCenter@@QBE_NPAVPlayer@@PBVUpgradeTemplate@@_N@Z,upgrade.cpp,73,0x00C6C42D,17,structural,0,"shape ratio 21%, sizes 73->73",5
??1?$VectorClass@PAVRender2DClass@@@@UAE@XZ,w3dcontrolbar.cpp,45,0x00C71519,17,structural,0,"shape ratio 11%, sizes 45->45",5
??1?$DynamicVectorClass@PAVRender2DClass@@@@UAE@XZ,w3dcontrolbar.cpp,45,0x00C71519,17,structural,0,"shape ratio 11%, sizes 45->45",5
??1PendingSurfaceStruct@Render2DSentenceClass@@QAE@XZ,w3dcontrolbar.cpp,46,0x00C71518,17,structural,0,"shape ratio 11%, sizes 46->46",5
?setCampaign@CampaignManager@@QAEXVAsciiString@@@Z,campaignmanager.cpp,275,0x005BC5DA,16,structural,0,"shape ratio 21%, sizes 275->275",5
?xfer@CampaignManager@@UAEXPAVXfer@@@Z,campaignmanager.cpp,613,0x0092BEF6,16,structural,0,"shape ratio 3%, sizes 613->613",10
??4?$vector@VAsciiString@@V?$allocator@VAsciiString@@@_STL@@@_STL@@QAEAAV01@ABV01@@Z,gameaudio.cpp,217,0x006FB332,16,structural,0,"shape ratio 32%, sizes 217->217",5
??0AudioManager@@QAE@XZ,gameaudio.cpp,513,0x00A81374,16,structural,0,"shape ratio 31%, sizes 513->513",10
?getSciencePurchaseCost@ScienceStore@@QBEHW4ScienceType@@@Z,science.cpp,25,0x000E7C6B,16,structural,0,"shape ratio 18%, sizes 25->25",5
?isScienceGrantable@ScienceStore@@QBE_NW4ScienceType@@@Z,science.cpp,25,0x000E7C6B,16,structural,0,"shape ratio 18%, sizes 25->25",5
