function,source,size,candidate_rva,aligned_pct,class,first_diff,hint,votes
?parseStaticGameLODDefinition@INI@@SAXPAV1@@Z,gamelod.cpp,199,0x009A15B0,33,structural,0,"shape ratio 38%, sizes 199->199",5
?getCommandTypeAsAsciiString@GameMessage@@SA?AVAsciiString@@W4Type@1@@Z,messagestream.cpp,7741,0x0008BEE0,33,structural,0,"shape ratio 1%, sizes 7741->7741",340
?friend_newModuleData@NeutronBlastBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,128,0x0011BEDF,33,structural,0,"shape ratio 53%, sizes 128->128",10
??1StealthDetectorUpdateModuleData@@UAE@XZ,modulefactory.cpp,146,0x009F27E0,33,structural,0,"shape ratio 35%, sizes 146->146",5
?parsePlayerTemplateDefinition@PlayerTemplateStore@@SAXPAVINI@@@Z,playertemplate.cpp,284,0x000E420F,33,structural,0,"shape ratio 49%, sizes 284->284",20
?init@CampaignManager@@QAEXXZ,campaignmanager.cpp,134,0x00AFDBD6,32,structural,0,"shape ratio 19%, sizes 134->134",5
?init@GameLODManager@@QAEXXZ,gamelod.cpp,1157,0x0007EF1B,32,structural,0,"shape ratio 36%, sizes 1157->1157",10
?friend_newModuleData@StickyBombUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,129,0x00125FCF,32,structural,0,"shape ratio 57%, sizes 129->129",10
?parseFrictionPerSec@@YAXPAVINI@@PAX1PBX@Z,physicsupdate.cpp,37,0x0087F243,32,structural,0,"shape ratio 7%, sizes 37->37",10
??1SidesList@@UAE@XZ,sideslist.cpp,175,0x00946B57,32,structural,0,"shape ratio 37%, sizes 175->175",10
?parsePreferredAgainst@WeaponTemplateSet@@CAXPAVINI@@PAX1PBX@Z,weaponset.cpp,50,0x00880480,32,structural,0,"shape ratio 36%, sizes 50->50",10
??0Mission@@QAE@XZ,campaignmanager.cpp,163,0x00C6DCF5,31,structural,0,"shape ratio 14%, sizes 163->163",5
?copyFrom@DictPair@Dict@@QAEXPAU12@@Z,dict.cpp,128,0x009D2380,31,structural,0,"shape ratio 27%, sizes 128->128",5
??0CrushDieModuleData@@QAE@XZ,modulefactory.cpp,141,0x00C6DCE5,31,structural,0,"shape ratio 19%, sizes 141->141",5
??0StructureCollapseUpdateModuleData@@QAE@XZ,modulefactory.cpp,201,0x006DED46,31,structural,0,"shape ratio 38%, sizes 201->201",10
??1DamageInfo@@QAE@XZ,parkingplacebehavior.cpp,89,0x009F2834,31,structural,0,"shape ratio 12%, sizes 89->89",5
?parseProductionVeterancyLevel@PlayerTemplate@@KAXPAVINI@@PAX1PBX@Z,playertemplate.cpp,226,0x000E269D,31,structural,0,"shape ratio 25%, sizes 226->226",15
?friend_lookupScience@ScienceStore@@QBE?AW4ScienceType@@PBD@Z,science.cpp,64,0x000E7243,31,structural,0,"shape ratio 31%, sizes 64->64",10
??1SkirmishGameInfo@@QAE@XZ,campaignmanager.cpp,106,0x00C70FB9,30,structural,0,"shape ratio 19%, sizes 106->106",5
?parseMissionPart@CampaignManager@@SAXPAVINI@@PAX1PBX@Z,campaignmanager.cpp,172,0x009A15B3,30,structural,0,"shape ratio 24%, sizes 172->172",5
??0CDDrive@@QAE@XZ,cdmanager.cpp,171,0x00101E1D,30,structural,0,"shape ratio 32%, sizes 171->171",5
??0DamageFXStore@@QAE@XZ,damagefx.cpp,109,0x009F272E,30,structural,0,"shape ratio 27%, sizes 109->109",5
??0AudioSettings@@QAE@XZ,gameaudio.cpp,95,0x00C6DCFA,30,structural,0,"shape ratio 22%, sizes 95->95",5
??0FontLibrary@@QAE@XZ,gamefont.cpp,26,0x009F274B,30,structural,0,"shape ratio 20%, sizes 26->26",5
?parseDynamicGameLODDefinition@INI@@SAXPAV1@@Z,gamelod.cpp,203,0x0014C080,30,structural,0,"shape ratio 29%, sizes 203->203",10
??0GameMessageList@@QAE@XZ,messagestream.cpp,26,0x009F274B,30,structural,0,"shape ratio 20%, sizes 26->26",5
??0CommandList@@QAE@XZ,messagestream.cpp,26,0x009F274B,30,structural,0,"shape ratio 20%, sizes 26->26",5
?friend_newModuleData@SmartBombTargetHomingUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,120,0x0012B63C,30,structural,0,"shape ratio 34%, sizes 120->120",10
?friend_newModuleData@EnemyNearUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,120,0x0012B63C,30,structural,0,"shape ratio 34%, sizes 120->120",10
?friend_newModuleData@CheckpointUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,120,0x0012B63C,30,structural,0,"shape ratio 34%, sizes 120->120",10
?friend_newModuleData@ConvertToHijackedVehicleCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,120,0x0012B63C,30,structural,0,"shape ratio 34%, sizes 120->120",10
?friend_newModuleData@SabotageInternetCenterCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,120,0x0012B63C,30,structural,0,"shape ratio 34%, sizes 120->120",10
?friend_newModuleData@SabotageMilitaryFactoryCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,120,0x0012B63C,30,structural,0,"shape ratio 34%, sizes 120->120",10
?friend_newModuleData@SabotagePowerPlantCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,120,0x0012B63C,30,structural,0,"shape ratio 34%, sizes 120->120",10
?friend_newModuleData@SabotageSupplyCenterCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,120,0x0012B63C,30,structural,0,"shape ratio 34%, sizes 120->120",10
?friend_newModuleData@SabotageSupplyDropzoneCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,120,0x0012B63C,30,structural,0,"shape ratio 34%, sizes 120->120",10
?friend_newModuleData@SpawnPointProductionExitUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,120,0x0012B63C,30,structural,0,"shape ratio 34%, sizes 120->120",10
??1CountermeasuresBehaviorModuleData@@UAE@XZ,modulefactory.cpp,170,0x009F27C9,30,structural,0,"shape ratio 27%, sizes 170->170",5
??0ParkingPlaceBehavior@@QAE@PAVThing@@PBVModuleData@@@Z,parkingplacebehavior.cpp,228,0x003763F0,30,structural,0,"shape ratio 28%, sizes 228->228",5
??4?$vector@UCoord3D@@V?$allocator@UCoord3D@@@_STL@@@_STL@@QAEAAV01@ABV01@@Z,parkingplacebehavior.cpp,324,0x003B62CE,30,structural,0,"shape ratio 77%, sizes 324->324",6
??1SpecialPowerTemplate@@MAE@XZ,specialpower.cpp,143,0x000FB454,30,structural,0,"shape ratio 15%, sizes 143->143",5
??1SpecialPowerModule@@MAE@XZ,specialpowermodule.cpp,276,0x00268F28,30,structural,0,"shape ratio 40%, sizes 276->276",10
??0ToppleUpdate@@QAE@PAVThing@@PBVModuleData@@@Z,toppleupdate.cpp,165,0x0037642E,30,structural,0,"shape ratio 20%, sizes 165->165",5
?parseFXList@BoneFXUpdateModuleData@@SAXPAVINI@@PAX1PBX@Z,bonefxupdate.cpp,283,0x00287CE8,29,structural,0,"shape ratio 45%, sizes 283->283",20
?parseObjectCreationList@BoneFXUpdateModuleData@@SAXPAVINI@@PAX1PBX@Z,bonefxupdate.cpp,283,0x00287CE8,29,structural,0,"shape ratio 45%, sizes 283->283",20
?parseParticleSystem@BoneFXUpdateModuleData@@SAXPAVINI@@PAX1PBX@Z,bonefxupdate.cpp,283,0x00287E28,29,structural,0,"shape ratio 44%, sizes 283->283",20
?parseCampaignDefinition@INI@@SAXPAV1@@Z,campaignmanager.cpp,216,0x005EE360,29,structural,0,"shape ratio 18%, sizes 216->216",10
?parseCommonStuff@@YAXPAVINI@@PBQBDAAW4VeterancyLevel@@2AAW4DamageType@@3@Z,damagefx.cpp,120,0x00065F7F,29,structural,0,"shape ratio 72%, sizes 120->120",15
??1MiscAudio@@QAE@XZ,gameaudio.cpp,620,0x000FB23E,29,structural,0,"shape ratio 1%, sizes 620->620",10
?friend_newModuleData@DeployStyleAIUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,131,0x00B026DA,29,structural,0,"shape ratio 28%, sizes 131->131",5
?friend_newModuleData@SupplyCenterProductionExitUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,131,0x00B026DA,29,structural,0,"shape ratio 28%, sizes 131->131",5
?friend_newModuleData@VeterancyCrateCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,122,0x0012B63B,29,structural,0,"shape ratio 32%, sizes 122->122",10
??1AssistedTargetingUpdateModuleData@@UAE@XZ,modulefactory.cpp,157,0x009F27D6,29,structural,0,"shape ratio 39%, sizes 157->157",5
??1SlavedUpdateModuleData@@UAE@XZ,modulefactory.cpp,157,0x009F27D6,29,structural,0,"shape ratio 39%, sizes 157->157",5
??1SpecialAbilityUpdateModuleData@@UAE@XZ,modulefactory.cpp,218,0x009F2799,29,structural,0,"shape ratio 28%, sizes 218->218",5
??1HijackerUpdateModuleData@@UAE@XZ,modulefactory.cpp,157,0x009F27D6,29,structural,0,"shape ratio 39%, sizes 157->157",5
?parseSpecialPowerDefinition@SpecialPowerStore@@SAXPAVINI@@@Z,specialpower.cpp,628,0x009A15BC,29,structural,0,"shape ratio 0%, sizes 628->628",5
?createViewObject@SpecialPowerModule@@IAEXPBUCoord3D@@@Z,specialpowermodule.cpp,407,0x004A60CF,29,structural,0,"shape ratio 25%, sizes 407->407",10
?newDisplayString@W3DDisplayStringManager@@UAEPAVDisplayString@@XZ,w3ddisplaystringmanager.cpp,247,0x006F5A89,29,structural,0,"shape ratio 58%, sizes 247->247",5
??1GameInfo@@QAE@XZ,campaignmanager.cpp,107,0x009F2834,28,structural,0,"shape ratio 24%, sizes 107->107",5
??1ImageCollection@@UAE@XZ,image.cpp,164,0x009F27CF,28,structural,0,"shape ratio 38%, sizes 164->164",5
?friend_newModuleData@ParkingPlaceBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,134,0x00B026DA,28,structural,0,"shape ratio 29%, sizes 134->134",5
?friend_newModuleData@DefaultProductionExitUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,134,0x00B026DA,28,structural,0,"shape ratio 29%, sizes 134->134",5
?friend_newModuleData@FireWeaponCollide@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,135,0x00B026DB,28,structural,0,"shape ratio 31%, sizes 135->135",5
?parseProductionCostChange@PlayerTemplate@@KAXPAVINI@@PAX1PBX@Z,playertemplate.cpp,83,0x000E264F,28,structural,0,"shape ratio 52%, sizes 83->83",15
?parseProductionTimeChange@PlayerTemplate@@KAXPAVINI@@PAX1PBX@Z,playertemplate.cpp,83,0x000E264F,28,structural,0,"shape ratio 52%, sizes 83->83",15
??0SidesInfo@@QAE@ABV0@@Z,sideslist.cpp,92,0x00C6B72E,28,structural,0,"shape ratio 17%, sizes 92->92",5
?applyTopplingForce@ToppleUpdate@@QAEXPBUCoord3D@@MI@Z,toppleupdate.cpp,789,0x002B1BE1,28,structural,0,"shape ratio 26%, sizes 789->789",15
?parseUpgradeDefinition@UpgradeCenter@@SAXPAVINI@@@Z,upgrade.cpp,231,0x0010B25D,28,structural,0,"shape ratio 31%, sizes 231->231",10
??0VideoPlayer@@QAE@XZ,videoplayer.cpp,32,0x009F274B,28,structural,0,"shape ratio 8%, sizes 32->32",5
??1W3DRenderObjectSnapshot@@AAE@XZ,w3dghostobject.cpp,97,0x009F2810,28,structural,0,"shape ratio 39%, sizes 97->97",5
?init@AudioManager@@UAEXXZ,gameaudio.cpp,809,0x00ABC8BF,27,structural,0,"shape ratio 2%, sizes 809->809",10
?parseLODPreset@INI@@SAXPAV1@@Z,gamelod.cpp,288,0x0007D2FE,27,structural,0,"shape ratio 37%, sizes 288->288",10
?friend_newModuleData@QueueProductionExitUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,140,0x00B026DA,27,structural,0,"shape ratio 24%, sizes 140->140",5
?killAllParkedUnits@ParkingPlaceBehavior@@UAEXXZ,parkingplacebehavior.cpp,330,0x0079CE65,27,structural,0,"shape ratio 8%, sizes 330->330",5
?parseHeightToSpeed@@YAXPAVINI@@PAX1PBX@Z,physicsupdate.cpp,44,0x0087F243,27,structural,0,"shape ratio 5%, sizes 44->44",10
??1PlayerList@@UAE@XZ,playerlist.cpp,158,0x009F27E2,27,structural,0,"shape ratio 31%, sizes 158->158",5
??0PlayerTemplateStore@@QAE@XZ,playertemplate.cpp,29,0x009F274B,27,structural,0,"shape ratio 10%, sizes 29->29",5
??_GModuleData@@UAEPAXI@Z,bonefxupdate.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GBehaviorModuleData@@UAEPAXI@Z,bonefxupdate.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GUpdateModuleData@@UAEPAXI@Z,bonefxupdate.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GBoneFXUpdateModuleData@@UAEPAXI@Z,bonefxupdate.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSkirmishGameInfo@@QAEPAXI@Z,campaignmanager.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GCDManagerInterface@@UAEPAXI@Z,cdmanager.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GCDDrive@@UAEPAXI@Z,cdmanager.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GDamageFXStore@@UAEPAXI@Z,damagefx.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_G?$pair@VAsciiString@@M@_STL@@QAEPAXI@Z,gameaudio.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_G?$pair@$$CBVAsciiString@@PAUAudioEventInfo@@@_STL@@QAEPAXI@Z,gameaudio.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GMiscAudio@@QAEPAXI@Z,gameaudio.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GAudioSettings@@QAEPAXI@Z,gameaudio.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GAudioManager@@UAEPAXI@Z,gameaudio.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GFontLibrary@@UAEPAXI@Z,gamefont.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GImageCollection@@UAEPAXI@Z,image.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_G?$pair@$$CBVAsciiString@@UCoord3D@@@_STL@@QAEPAXI@Z,inimapcache.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??1GameMessageList@@UAE@XZ,messagestream.cpp,129,0x009F27F1,26,structural,0,"shape ratio 41%, sizes 129->129",5
??_GCommandList@@UAEPAXI@Z,messagestream.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
?friend_newModuleData@HackInternetAIUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,143,0x00B026DA,26,structural,0,"shape ratio 25%, sizes 143->143",5
?friend_newModuleData@MobMemberSlavedUpdate@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,141,0x00B026DB,26,structural,0,"shape ratio 35%, sizes 141->141",5
?friend_newModuleData@LeafletDropBehavior@@SAPAVModuleData@@PAVINI@@@Z,modulefactory.cpp,141,0x00B026DB,26,structural,0,"shape ratio 35%, sizes 141->141",5
??_GDamageModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GDieModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GNeutronBlastBehaviorModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GCaveContainModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GParkingPlaceBehaviorModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GCrushDieModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSpecialPowerCompletionDieModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GUpgradeDieModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GAssistedTargetingUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSupplyTruckAIUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GDefaultProductionExitUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GDeletionUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSmartBombTargetHomingUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GDeliverPayloadAIUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GEnemyNearUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GHackInternetAIUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GDeployStyleAIUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GAssaultTransportAIUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GLifetimeUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GRadiusDecalUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GQueueProductionExitUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSlavedUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GMobMemberSlavedUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSpecialAbilityUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GMissileLauncherBuildingUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSpawnPointProductionExitUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GStickyBombUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GHijackerUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSupplyCenterProductionExitUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GCheckpointUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GLeafletDropBehaviorModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GConvertToCarBombCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GConvertToHijackedVehicleCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSabotageCommandCenterCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSabotageFakeBuildingCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSabotageInternetCenterCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSabotageMilitaryFactoryCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSabotagePowerPlantCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSabotageSuperweaponCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSabotageSupplyCenterCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSabotageSupplyDropzoneCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSalvageCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GUnitCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GVeterancyCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GStructureBodyModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSpecialAbilityModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GupgradePair@@QAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GFXBoneInfo@@QAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GGrantStealthBehaviorModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GStealthDetectorUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GEMPUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GFireWeaponCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GTunnelContainModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GCreateCrateDieModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GStructureCollapseUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GUpgradeModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GAutoHealBehaviorModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GCountermeasuresBehaviorModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GFireWeaponWhenDamagedBehaviorModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GFireWeaponWhenDeadBehaviorModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GFXListDieModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSpawnBehaviorModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSpyVisionUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GCommandSetUpgradeModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GGrantScienceUpgradeModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GRadarUpgradeModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GReplaceObjectUpgradeModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GStatusBitsUpgradeModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GSubObjectsUpgradeModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GModuleFactory@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GAutoDepositUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GMoneyCrateCollideModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GStructureToppleUpdateModuleData@@UAEPAXI@Z,modulefactory.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_G?$pair@$$CBHVMultiplayerColorDefinition@@@_STL@@QAEPAXI@Z,multiplayersettings.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GMoney@@QAEPAXI@Z,multiplayersettings.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??_GMultiplayerSettings@@UAEPAXI@Z,multiplayersettings.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
??0NameKeyGenerator@@QAE@XZ,namekeygenerator.cpp,42,0x009F274A,26,structural,0,"shape ratio 11%, sizes 42->42",5
??_GNameKeyGenerator@@UAEPAXI@Z,namekeygenerator.cpp,30,0x00C71522,26,structural,0,"shape ratio 10%, sizes 30->30",5
